,Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
0,Romania,ROU,2018,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,139.08
1,Romania,ROU,2017,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,123.9
2,Romania,ROU,2016,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,100.81
3,Romania,ROU,2015,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,94.2
4,Romania,ROU,2014,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,104.98
5,Romania,ROU,2013,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,101.67
6,Romania,ROU,2012,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,71.27
7,Romania,ROU,2011,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,103.26
8,Romania,ROU,2010,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,88.02
9,Romania,ROU,2009,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,84.51
10,Romania,ROU,2008,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,88.15
11,Romania,ROU,2007,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,59.02
12,Romania,ROU,2006,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,89.59
13,Romania,ROU,2005,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,90.82
14,Romania,ROU,2004,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,112.87
15,Romania,ROU,2003,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,86.76
16,Romania,ROU,2002,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,78.79
17,Romania,ROU,2001,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,90.9
18,Romania,ROU,2000,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,69.58
19,Romania,ROU,1999,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,88.16
20,Romania,ROU,1998,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,79.87
