,Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
0,Slovak Republic,SVK,2018,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,97.38
1,Slovak Republic,SVK,2017,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,87.54
2,Slovak Republic,SVK,2016,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,108.31
3,Slovak Republic,SVK,2015,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,86.67
4,Slovak Republic,SVK,2014,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,105.03
5,Slovak Republic,SVK,2013,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,82.1
6,Slovak Republic,SVK,2012,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,70.23
7,Slovak Republic,SVK,2011,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,89.61
8,Slovak Republic,SVK,2010,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,69.05
9,Slovak Republic,SVK,2009,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,87.17
10,Slovak Republic,SVK,2008,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,100.93
11,Slovak Republic,SVK,2007,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,76.33
12,Slovak Republic,SVK,2006,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,82.69
13,Slovak Republic,SVK,2005,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,92.73
14,Slovak Republic,SVK,2004,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,98.05
15,Slovak Republic,SVK,2003,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,74.32
16,Slovak Republic,SVK,2002,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,87.69
17,Slovak Republic,SVK,2001,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,88.43
18,Slovak Republic,SVK,2000,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,72.9
19,Slovak Republic,SVK,1999,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,89.65
20,Slovak Republic,SVK,1998,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,96.74
21,Slovak Republic,SVK,1997,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,102.66
22,Slovak Republic,SVK,1996,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,102.22
23,Slovak Republic,SVK,1995,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,95.51
24,Slovak Republic,SVK,1994,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,101.98
25,Slovak Republic,SVK,1993,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,99.24
26,Slovak Republic,SVK,2019,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.46610731901139
27,Slovak Republic,SVK,2018,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.37973404675239
28,Slovak Republic,SVK,2017,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.39904109429744
29,Slovak Republic,SVK,2016,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.69155293475818
30,Slovak Republic,SVK,2015,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.62377700289306
31,Slovak Republic,SVK,2014,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,3.22726037340153
32,Slovak Republic,SVK,2013,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.73096817916193
33,Slovak Republic,SVK,2012,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.2721228247732
34,Slovak Republic,SVK,2011,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.1627257821802
35,Slovak Republic,SVK,2010,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.66759272495957
36,Slovak Republic,SVK,2009,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.08513328365435
37,Slovak Republic,SVK,2008,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.5332008641309
38,Slovak Republic,SVK,2007,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.29599752717367
39,Slovak Republic,SVK,2006,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.84829606419639
40,Slovak Republic,SVK,2005,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.61878627564451
41,Slovak Republic,SVK,2004,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.66748149791647
42,Slovak Republic,SVK,2003,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.81038352971388
43,Slovak Republic,SVK,2002,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.04289904767007
44,Slovak Republic,SVK,2001,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.12021767859932
45,Slovak Republic,SVK,2000,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.71030559393339
46,Slovak Republic,SVK,1999,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.64410671789987
47,Slovak Republic,SVK,1998,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.12467053420717
48,Slovak Republic,SVK,1997,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.06754867934644
49,Slovak Republic,SVK,1996,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.30027848412194
50,Slovak Republic,SVK,1995,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.25484365616011
51,Slovak Republic,SVK,2019,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,12.0699995458126
52,Slovak Republic,SVK,2018,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,11.900000192225
53,Slovak Republic,SVK,2017,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,12.0600000396371
54,Slovak Republic,SVK,2016,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,12.2299998849631
55,Slovak Republic,SVK,2015,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,12.0300001204014
56,Slovak Republic,SVK,2014,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,12.2299999296666
57,Slovak Republic,SVK,2013,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,12.4800001531839
58,Slovak Republic,SVK,2012,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,12.4999996572732
59,Slovak Republic,SVK,2011,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,12.4999996572732
60,Slovak Republic,SVK,2010,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,12.4000004529953
61,Slovak Republic,SVK,2009,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,12.2499996572732
62,Slovak Republic,SVK,2008,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,10.5799998044967
63,Slovak Republic,SVK,2007,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,9.77000030875206
64,Slovak Republic,SVK,2006,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,9.55000030249357
65,Slovak Republic,SVK,2005,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,9.46000042557716
66,Slovak Republic,SVK,2004,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,8.70999974012375
67,Slovak Republic,SVK,2003,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,6.83999978750944
68,Slovak Republic,SVK,2002,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,6.14000000059605
69,Slovak Republic,SVK,2001,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,5.83000007271767
70,Slovak Republic,SVK,2000,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,5.37999999523163
71,Slovak Republic,SVK,1999,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,5.26000013947486
72,Slovak Republic,SVK,1998,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,4.33000007271767
73,Slovak Republic,SVK,1997,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,4.31999984383583
74,Slovak Republic,SVK,1996,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,4.22999994456768
75,Slovak Republic,SVK,1995,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,4.26000015437603
76,Slovak Republic,SVK,1994,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,4.24000017344952
77,Slovak Republic,SVK,1993,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,4.17000000178814
78,Slovak Republic,SVK,1992,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,4.12000004947186
79,Slovak Republic,SVK,1991,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,4.14000003039837
80,Slovak Republic,SVK,2019,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-2842002855.24102
81,Slovak Republic,SVK,2018,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-2292976666.62363
82,Slovak Republic,SVK,2017,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-1853472834.30745
83,Slovak Republic,SVK,2016,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-2432487662.19632
84,Slovak Republic,SVK,2015,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-1849289470.10001
85,Slovak Republic,SVK,2014,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,1198842398.64519
86,Slovak Republic,SVK,2013,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,1797193193.20943
87,Slovak Republic,SVK,2012,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,889408167.614757
88,Slovak Republic,SVK,2011,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-4909247747.63555
89,Slovak Republic,SVK,2010,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-4209659221.63652
90,Slovak Republic,SVK,2009,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-3020735525.69651
91,Slovak Republic,SVK,2008,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-6270398054.51731
92,Slovak Republic,SVK,2007,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-4632972214.12302
93,Slovak Republic,SVK,2006,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-5452492095.42579
94,Slovak Republic,SVK,2005,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-5125148705.73897
95,Slovak Republic,SVK,2004,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-4359155976.55466
96,Slovak Republic,SVK,2003,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-281938471.148367
97,Slovak Republic,SVK,2002,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-1954963121.23889
98,Slovak Republic,SVK,2001,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-1742435398.7939
99,Slovak Republic,SVK,2000,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-694258356.335149
100,Slovak Republic,SVK,1999,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-1155087877.95392
101,Slovak Republic,SVK,1998,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-2126446990.33185
102,Slovak Republic,SVK,1997,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-1961267455.66061
103,Slovak Republic,SVK,1996,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-2090418276.28368
104,Slovak Republic,SVK,1995,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,390042186.469901
105,Slovak Republic,SVK,1994,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,670588295.672414
106,Slovak Republic,SVK,1993,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-579688780.962889
107,Slovak Republic,SVK,2019,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-2271804195.71272
108,Slovak Republic,SVK,2018,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-1292870175.91312
109,Slovak Republic,SVK,2017,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-2726796237.36831
110,Slovak Republic,SVK,2016,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-669237899.210614
111,Slovak Republic,SVK,2015,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-102094545.709385
112,Slovak Republic,SVK,2014,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,642121248.168715
113,Slovak Republic,SVK,2013,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,272819684.739024
114,Slovak Republic,SVK,2012,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-3008780998.68329
115,Slovak Republic,SVK,2011,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-2733621386.16048
116,Slovak Republic,SVK,2010,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-876088379.957723
117,Slovak Republic,SVK,2009,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,972626959.187675
118,Slovak Republic,SVK,2008,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-4117039837.04155
119,Slovak Republic,SVK,2007,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-3414699099.69783
120,Slovak Republic,SVK,2006,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-5202385156.69255
