,Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
0,Slovenia,SVN,2018,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,102.62
1,Slovenia,SVN,2017,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,87.39
2,Slovenia,SVN,2016,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,95.74
3,Slovenia,SVN,2015,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,106
4,Slovenia,SVN,2014,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,98.26
5,Slovenia,SVN,2013,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,83.49
6,Slovenia,SVN,2012,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,83.63
7,Slovenia,SVN,2011,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,102.19
8,Slovenia,SVN,2010,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,99.8
9,Slovenia,SVN,2009,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,99.15
10,Slovenia,SVN,2008,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,98.38
11,Slovenia,SVN,2007,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,103.86
12,Slovenia,SVN,2006,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,100.64
13,Slovenia,SVN,2005,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,112.75
14,Slovenia,SVN,2004,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,122.37
15,Slovenia,SVN,2003,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,89.01
16,Slovenia,SVN,2002,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,117.45
17,Slovenia,SVN,2001,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,94.8
18,Slovenia,SVN,2000,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,113.76
19,Slovenia,SVN,1999,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,102.65
20,Slovenia,SVN,1998,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,114.89
21,Slovenia,SVN,1997,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,109.48
22,Slovenia,SVN,1996,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,109.42
23,Slovenia,SVN,1995,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,104.76
24,Slovenia,SVN,1994,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,112.05
25,Slovenia,SVN,1993,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,97.82
26,Slovenia,SVN,1992,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,91.69
27,Slovenia,SVN,2019,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.00582523537558
28,Slovenia,SVN,2018,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.24352120692347
29,Slovenia,SVN,2017,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.81973227125804
